Id,SalePrice
2658,142709.92605570317
2718,187332.74478511655
2414,197686.6668719464
1989,109038.49398474445
625,185403.32726632807
333,93702.87502704383
1327,111661.37433302836
858,141724.2818674098
95,189594.00105406813
1568,167536.0851847581
2482,158603.8643276237
1364,115872.18728456888
2584,157429.15360749493
818,281085.31187886687
2673,159099.5329399559
2089,137609.40070582865
1297,160946.77916968576
790,115558.20186817492
2616,206521.10290547446
720,176562.328753666
222,135725.49837940666
557,130480.61198357106
1148,199205.05190190134
2766,157227.48632428524
534,181457.669798938
1452,111103.47291684555
630,137944.05744135127
2648,150573.91473755127
125,142252.40399256969
1904,35423.11923972497
1670,110152.80046472853
756,95699.37678609675
717,235224.88882710438
1032,167765.60380656694
852,203727.16185016916
1731,179220.3069729736
2639,126432.10810338726
2071,78303.40620024569
1267,98684.53368614588
1851,188411.19625568253
567,150102.24265032847
2439,197143.06048538283
1898,155400.91133258832
647,165717.0460541901
2256,228368.97453764107
979,106566.97157200941
1444,216950.95063805682
2485,116579.8242957661
157,129942.51716831166
88,133075.49632536966
2003,103014.28830000057
186,195394.88180879076
1425,239548.59566854362
2695,125423.86267997863
738,100758.95631474987
395,146837.1640891163
1353,160389.2466579353
1878,151971.6135884774
390,169453.52822663324
1456,232040.0972904884
1103,331746.7872076951
1387,132551.56876272467
2070,151016.15656172796
1199,186264.007720796
2479,176161.5079533932
501,307692.4799512365
2362,93964.97850930135
1718,238844.5801611571
2188,73434.69433682816
1483,161699.4488631996
2557,67149.6348382839
437,356194.56872406136
2224,195143.56735096264
1628,153456.40647326023
397,135622.4670782916
587,200536.08758452578
2182,589083.701474437
971,150038.96469052942
2611,160576.1272081005
1887,81898.22689795544
2399,401555.0235228393
2148,204896.3307783756
304,120974.55157399082
1997,136149.77370500882
2817,116187.87840978042
1431,176323.8871623572
427,388714.2363599272
263,117655.52621012038
598,179600.8470074846
2895,216170.74992408688
687,151433.6931529291
1822,128849.59547227048
2191,102281.81324439353
179,124475.47707657379
1009,228359.76579542275
2010,121339.19330931248
1991,141961.01431316536
1411,164949.15254315562
1721,251386.20973550112
1144,191440.3106123161
593,218418.485309971
575,371047.5782857982
1249,188674.7156748571
1604,124098.27074484163
1064,490123.0991741882
1923,172052.54293013355
1988,93082.589226337
2325,175620.92777037082
114,194568.8604745251
2700,183324.1822734713
217,153851.74940264164
343,191089.0688261802
386,225299.63474633018
2005,114826.36075962152
2908,136385.79270230452
1814,231037.6346194958
2446,425761.25490591314
208,141711.92330083475
1679,114407.94160639166
822,359743.51118993724
6,199894.6311813163
1781,419215.9324154322
2397,304666.58243040263
2340,301939.3530609445
1618,163658.71284443428
2843,136530.15193956284
1061,370920.04807844874
2786,115732.18268195112
1935,129842.36344171906
1341,116388.94261258256
521,247161.68733081504
2136,124613.18438921342
996,200330.26766318033
227,149569.72913745427
135,167460.887665206
1167,167738.9757742967
294,219989.8367310225
1776,192451.7473666639
540,172445.93423771087
1717,235157.32106701683
2303,123240.0014936685
116,194602.96578488234
127,118572.13994677822
1371,130456.27494574085
1014,168912.50372325108
1507,83599.10987587427
702,141939.7710206191
750,141260.65841049372
261,159737.19052317578
1559,64047.937410840386
577,225042.19990122257
2812,194502.1902598214
2080,156875.978967068
1368,110581.59434385397
2376,114121.26614391964
659,94017.35354714186
1235,129611.45630140402
332,83750.11083138568
1917,143614.6627016442
2094,226216.8334285319
1460,260869.0844515591
1471,214648.82547960387
1509,123140.06317028301
1922,130333.11863640786
433,498715.17841409193
460,331888.9586077157
1116,237489.26997345212
1137,179970.9405938896
53,173292.45066971614
2354,260769.76876518448
1475,192016.50847257677
1761,515514.2240231432
842,151985.72410991244
2739,179624.20153054697
2509,156439.25311935533
1007,202514.97210045214
2610,180457.26303757643
1952,98391.60389345654
2719,190913.32095425043
2921,91782.56863752802
1966,139981.07109319055
292,127779.22052229886
1204,204544.3730150739
1829,249834.20835924937
2419,180663.65824813987
391,152168.43641413315
798,109235.27962813518
481,203400.00162892797
193,204857.77558353086
555,109071.4852675464
899,69138.6918822008
2357,176783.7804448393
328,138553.94654645163
1356,116599.99510888392
1154,108515.79859324885
1730,179665.52867757317
2249,146596.94335066408
1119,260972.3158011179
2856,133090.7384126558
1394,129411.01799582681
2587,120582.26977304943
61,304762.5902436677
2661,190949.4067286511
2711,118868.62336008516
1147,185828.8804320897
757,132438.20183416802
2623,81953.96228134548
2378,146483.93517427487
1413,140412.8840924685
1722,233641.9334971628
1112,214334.16253854163
1623,201317.78190750277
1201,184585.11943475014
1513,110456.64591888475
957,252990.68203998063
1171,280667.3751891727
1145,194058.9799822731
2726,235778.02192208628
703,157645.15569771212
760,78346.85318561274
1964,139137.9037977558
2512,179291.48952604123
159,159255.00055807913
1281,175369.45646896496
468,182856.2541750802
290,111172.66185524213
665,89498.28495806086
1463,254998.1084758351
1792,211808.0241943247
923,150359.9796550386
500,279533.3475161996
1408,184211.87222641337
331,69968.44406692553
170,132881.1407778714
2192,94247.4953911097
2571,294821.55837966583
2314,176409.3313574496
2647,75228.19097316431
422,453692.4153108777
2457,356455.7331086821
1838,197215.6253147168
2805,234868.64369877547
1645,159390.17511270804
1711,316605.08596056
2825,244172.04788496785
322,352966.5737868692
2103,244227.04523765427
342,123777.86371245145
600,109962.83207417329
488,194523.66967808522
1725,364354.255911764
2246,267422.89461489196
2847,176853.82204969836
806,234811.20983954592
530,230642.33629483005
963,192889.55345178672
2678,83775.80935212431
171,78463.39575316515
2401,453291.03033583565
805,212643.9695436194
2259,219256.83010441888
1748,174607.09194958615
1361,134435.5002613472
1677,127102.2333557882
1406,160834.24506428072
2322,215360.21322410138
688,163104.09704352435
143,147456.16138262002
804,202969.47031516864
1214,158469.41542909006
2828,156226.11604566962
1999,224446.26960824252
2467,188630.17936633652
2665,155728.7385794441
1538,310141.12260095356
398,113960.02200983893
2822,146329.19478831274
2157,162023.32440040904
1856,199229.120718674
1269,88814.79409081055
2570,127357.26667030537
2320,232857.0206688403
1517,119748.99101496555
2304,115840.96229220976
1312,95801.60425829314
2012,138438.9565221398
506,247406.03372945604
2865,190861.19220478184
2367,113544.15339589203
554,85537.44977379587
238,138439.78014386355
1954,100974.48521660894
2488,136596.72871087454
2291,95453.71930854282
1969,88433.40098563881
2725,176133.11041567582
1482,161699.4488631996
2763,194990.66595373632
503,268853.3572279165
1584,233903.9587202531
1531,144286.8928987114
2210,170602.02406197882
459,389329.9191751948
556,130440.9706913998
1347,147341.43277728025
1290,66846.30495124203
1388,102066.26666287173
1571,211216.61980361954
2754,197755.08148509133
765,140285.6580655787
2494,126274.99166314819
2870,219671.47720674574
7,237027.03397763075
1114,236177.57794516344
2418,262380.3309893571
291,138995.5693493324
18,360947.25077531417
39,410335.4412965004
1001,267877.01162999205
2442,232064.65171114626
616,110976.23173516119
2680,53158.62829399924
1414,113880.02769386282
289,136873.05113538113
40,248327.06938420804
860,128491.78998578913
409,144794.37596239554
673,168319.0291348734
2427,174168.49573223872
2036,212437.8753989732
2564,147697.3350026035
642,175936.10234430598
1008,183147.5200860153
1908,145509.37404024796
2519,214205.65474007695
1369,84632.38641533288
2855,159418.64086680664
712,69636.9832492077
1943,101456.25752011561
1958,135621.56288286406
107,164921.40333144375
2295,205561.92757843653
704,94331.39234730971
676,122454.81202501713
259,187794.06093015682
93,296397.0087311899
106,227220.6257113593
2315,180809.17766012225
1050,106650.63908990074
1095,205732.90701694417
2709,144933.57485440475
758,154679.5552313586
1496,163763.66279478962
2370,126000.04751040551
2458,260469.98476040215
2733,153416.73864350826
161,266246.3961920487
726,147983.5155014062
845,211260.5027802407
947,247075.73894513518
2232,113514.25196118656
2563,145722.06015360777
2299,161746.48881514228
211,88920.04842151635
605,164706.37902018134
1478,186259.3091321911
2247,275633.3124373921
2274,209077.92248743112
2869,215887.37592386184
967,211245.6298667656
2656,118144.06962581733
667,213166.94927395516
1042,119339.97214237941
2023,159911.50146684787
2447,384447.4892931747
2055,105196.39698880338
2275,252717.63070237354
2204,149653.25539652942
1563,266418.89778582414
483,243187.5818346792
796,137047.99504634753
1526,140021.03703140115
2042,159444.69921754274
442,395402.1662313191
1693,323223.621747821
1468,215742.9470219613
1430,185301.65233546894
2605,193801.3112978982
1529,174437.38795835144
335,134304.92500004426
1287,131619.8207629555
31,108575.17705898182
1785,341237.8890459642
82,156007.99442793507
2620,127640.6226439942
252,184807.54810971863
721,66359.32281733988
2165,188048.92587466844
2316,180757.95460447177
775,124174.29707712118
1558,90811.54838234241
17,192335.94569981509
1022,231080.94710767907
925,112035.25800245375
438,271733.20136941795
1270,142722.4066620094
1272,118656.24475477388
215,145379.99965154866
266,219303.6997293457
2402,306178.9587136153
1250,134851.1115546061
1984,120113.8960102887
1279,140044.34507308344
377,250261.43776093013
1252,144791.8704624801
2156,260059.09522609998
499,321595.45082617074
1374,106710.66173128525
2898,274144.37194059195
401,111104.08820279446
2721,181729.3917552435
2078,254234.83522125593
2589,114883.54452888455
1946,232766.7385307429
1334,118747.27710971449
2781,215271.45156369757
431,428841.03499358206
576,207905.0805208643
1474,209013.57348098475
2254,128621.27308869097
2155,269299.63452457986
885,112595.23295482385
643,127868.19402070812
1944,115682.11416829258
480,198350.25064740804
2845,97070.68610706335
2387,288621.2574515544
2407,221260.86195284352
2527,162791.01322099022
2514,147401.01994191858
629,168314.38187325737
80,201095.9443922648
1876,144280.46012230412
1546,115824.46317838281
2518,193198.2714503654
2347,160737.58059449922
783,238516.200119918
1322,57819.51307355208
194,62389.03766015475
1770,300500.3414209717
2143,166418.90152937124
1229,206624.44905514884
511,275391.9577217719
46,238396.4115413246
1348,158450.8889160627
2465,186889.03694692193
387,226338.28580888358
873,216873.0609483388
1918,130970.52365997821
2764,234832.51188242147
2184,126814.74947608318
934,151040.8441532652
1920,136958.7513627476
2631,151982.11661303687
1768,560815.5219917933
2040,119557.85297857886
1749,217324.94419490758
834,214200.4644628913
1457,230524.93461103083
79,123836.79894889382
2302,113270.27271901743
1817,125612.86116281708
2755,219512.55227481466
359,175326.9975529173
2059,104786.00059967928
2092,234955.47101781497
2516,217404.42940160845
150,111830.26533092177
1656,162969.13205260332
83,89525.6441924159
2411,186158.93004498535
795,74161.34520555622
2312,227812.3582205318
2917,117845.00984595428
1624,182034.53950594293
2215,278659.2935803713
1211,161893.22939177082
1485,171729.88102019913
1024,178091.45143598653
570,215938.4644185149
2874,138109.45770744633
700,156042.10872928446
2756,204263.97614695455
2022,184547.4164371472
583,231382.69456739436
2392,397754.47841405903
2424,195796.9380911685
212,124514.88579697089
736,126692.8483465731
1610,186096.86791151957
890,126285.93503469674
467,177441.76990871134
578,257150.9514098134
1747,178553.366446552
1149,166323.725244952
2758,251033.95509050603
857,133468.37694902738
2219,240343.9559260879
733,102565.0862797215
2909,116121.88699982848
1798,247746.8912634486
235,129853.06234625712
2366,136550.73581442915
1027,129134.42389921113
1195,135033.35918704947
1303,25334.352903588704
148,199149.64134929996
608,173480.2007520752
2515,186531.45959137418
821,268609.68685178366
2500,270207.87192782934
745,101315.29094261103
741,127405.63057442787
1611,125539.05708528511
2532,113475.24450944815
1081,231115.91506695075
1692,448856.9628206012
2520,187588.65741678866
276,107771.42667362132
1992,118779.7904946564
663,18164.947515301435
418,134855.19177227313
1733,187546.8629128634
2359,150560.94969298938
253,182382.18333087358
1518,181729.44356242658
2035,134222.8873876989
2919,78188.00661105904
1540,219663.71280128727
